,index,Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Name,Season,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,WDL,GoalsTeams,Team Score,Opp Score,CS,Was Home,GW
467,2,2023-09-03,Sun,Premier League,Matchweek 4,Home,Arsenal,Manchester Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,David-Raya,2023-24,0,0,0,0,0,0,0,0,W,3–1,3,1,0.0,1.0,4
468,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Tottenham,Brentford,N,CB,77.0,0.0,0.0,0,0,1,0,1,0,83,0,1,3,0.1,0.1,0.0,1,0,68,75,90.7,2,68,0,0,0,Match Report,Davinson-Sanchez,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,1
469,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Tottenham,Manchester Utd,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Davinson-Sanchez,2023-24,,,,,,,,,W,2–0,2,0,1.0,1.0,2
470,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Tottenham,Bournemouth,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Davinson-Sanchez,2023-24,,,,,,,,,W,2–0,2,0,1.0,0.0,3
472,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Tottenham,Burnley,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Davinson-Sanchez,2023-24,,,,,,,,,W,5–2,5,2,0.0,0.0,4
473,0,2023-08-14,Mon,Premier League,Matchweek 1,Home,Manchester Utd,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Dean-Henderson,2023-24,0,0,0,0,0,0,0,0,W,1–0,1,0,1.0,1.0,1
474,0,2023-08-14,Mon,Premier League,Matchweek 1,Home,Manchester Utd,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Dean-Henderson,2023-24,0,0,0,0,0,0,0,0,W,1–0,1,0,1.0,1.0,1
475,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Manchester Utd,Tottenham,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Dean-Henderson,2023-24,0,0,0,0,0,0,0,0,L,0–2,0,2,0.0,0.0,2
476,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Manchester Utd,Tottenham,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Dean-Henderson,2023-24,0,0,0,0,0,0,0,0,L,0–2,0,2,0.0,0.0,2
477,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Dean-Henderson,2023-24,0,0,0,0,0,0,0,0,W,3–2,3,2,0.0,1.0,3
478,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Dean-Henderson,2023-24,0,0,0,0,0,0,0,0,W,3–2,3,2,0.0,1.0,3
479,3,2023-09-03,Sun,Premier League,Matchweek 4,Home,Crystal Palace,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Dean-Henderson,2023-24,0,0,0,0,0,0,0,0,W,3–2,3,2,0.0,1.0,4
480,3,2023-09-03,Sun,Premier League,Matchweek 4,Home,Crystal Palace,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Dean-Henderson,2023-24,0,0,0,0,0,0,0,0,W,3–2,3,2,0.0,1.0,4
482,1,2023-08-12,Sat,Premier League,Matchweek 1,Home,Arsenal,Nott'ham Forest,Y,CM,90.0,0.0,0.0,0,0,3,3,0,0,103.0,4.0,1,0.0,0.2,0.2,0.0,0.0,0.0,84.0,91.0,92.3,3.0,86.0,1.0,2.0,0.0,Match Report,Declan-Rice,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,1
483,2,2023-08-21,Mon,Premier League,Matchweek 2,Away,Arsenal,Crystal Palace,Y,CM,90.0,0.0,0.0,0,0,0,0,0,0,67.0,0.0,1,3.0,0.0,0.0,0.4,1.0,0.0,55.0,61.0,90.2,8.0,41.0,2.0,2.0,0.0,Match Report,Declan-Rice,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,2
484,3,2023-08-26,Sat,Premier League,Matchweek 3,Home,Arsenal,Fulham,Y,CM,89.0,0.0,0.0,0,0,0,0,0,0,79.0,5.0,2,0.0,0.0,0.0,0.0,2.0,0.0,68.0,71.0,95.8,9.0,45.0,0.0,0.0,0.0,Match Report,Declan-Rice,2023-24,,,,,,,,,D,2–2,2,2,0.0,1.0,3
485,4,2023-09-03,Sun,Premier League,Matchweek 4,Home,Arsenal,Manchester Utd,Y,CM,90.0,1.0,0.0,0,0,2,1,0,0,83.0,1.0,2,3.0,0.2,0.2,0.0,0.0,0.0,64.0,73.0,87.7,5.0,58.0,3.0,1.0,0.0,Match Report,Declan-Rice,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,4
491,5,2023-09-02,Sat,Premier League,Matchweek 4,Home,Chelsea,Nott'ham Forest,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Deivid-Washington,2023-24,0,0,0,0,0,0,0,0,L,0–1,0,1,0.0,1.0,4
492,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Tottenham,Brentford,Y,RW,90.0,0.0,0.0,0,0,3,0,0,0,67.0,4.0,1,0.0,0.0,0.0,0.1,5.0,0.0,49.0,60.0,81.7,3.0,51.0,4.0,1.0,1.0,Match Report,Dejan-Kulusevski,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,1
493,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Tottenham,Manchester Utd,Y,RW,87.0,0.0,0.0,0,0,2,2,0,0,33.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,12.0,20.0,60.0,1.0,24.0,6.0,2.0,0.0,Match Report,Dejan-Kulusevski,2023-24,,,,,,,,,W,2–0,2,0,1.0,1.0,2
494,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Tottenham,Bournemouth,Y,RW,90.0,1.0,0.0,0,0,2,1,0,0,35.0,2.0,2,1.0,0.4,0.4,0.1,6.0,0.0,21.0,27.0,77.8,3.0,31.0,5.0,4.0,2.0,Match Report,Dejan-Kulusevski,2023-24,,,,,,,,,W,2–0,2,0,1.0,0.0,3
496,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Tottenham,Burnley,Y,RW,85.0,0.0,0.0,0,0,0,0,1,0,50.0,2.0,2,1.0,0.0,0.0,0.2,2.0,0.0,29.0,36.0,80.6,3.0,36.0,5.0,7.0,3.0,Match Report,Dejan-Kulusevski,2023-24,,,,,,,,,W,5–2,5,2,0.0,0.0,4
497,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Tottenham,Brentford,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,84,3,3,0,0.0,0.0,0.0,4,1,65,72,90.3,6,63,6,3,0,Match Report,Destiny-Udogie,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,1
498,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Tottenham,Manchester Utd,Y,LB,69.0,0.0,0.0,0,0,1,1,1,0,50,1,0,1,0.1,0.1,0.1,1,0,29,35,82.9,4,27,2,6,2,Match Report,Destiny-Udogie,2023-24,,,,,,,,,W,2–0,2,0,1.0,1.0,2
499,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Tottenham,Bournemouth,Y,LB,81.0,0.0,1.0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.3,1,1,40,45,88.9,5,31,2,2,1,Match Report,Destiny-Udogie,2023-24,,,,,,,,,W,2–0,2,0,1.0,0.0,3
501,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Tottenham,Burnley,Y,LB,90.0,0.0,1.0,0,0,0,0,0,0,60,5,2,1,0.0,0.0,0.1,2,2,42,46,91.3,4,34,6,2,1,Match Report,Destiny-Udogie,2023-24,,,,,,,,,W,5–2,5,2,0.0,0.0,4
502,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Aston Villa,Newcastle Utd,N,CB,27.0,0.0,0.0,0,0,2.0,1.0,0,0,21.0,2.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,15.0,15.0,100.0,0.0,10.0,0.0,0.0,0.0,Match Report,Diego-Carlos,2023-24,,,,,,,,,L,1–5,1,5,0.0,0.0,1
503,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,Aston Villa,Everton,N,CB,27.0,0.0,0.0,0,0,0.0,0.0,0,0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,88.5,0.0,24.0,0.0,1.0,0.0,Match Report,Diego-Carlos,2023-24,,,,,,,,,W,4–0,4,0,1.0,1.0,2
505,3,2023-08-27,Sun,Premier League,Matchweek 3,Away,Aston Villa,Burnley,Y,CB,90.0,0.0,0.0,0,0,1.0,0.0,0,0,80.0,2.0,2.0,0.0,0.1,0.1,0.0,0.0,0.0,53.0,69.0,76.8,2.0,45.0,0.0,2.0,1.0,Match Report,Diego-Carlos,2023-24,,,,,,,,,W,3–1,3,1,0.0,0.0,3
507,5,2023-09-03,Sun,Premier League,Matchweek 4,Away,Aston Villa,Liverpool,Y,CB,18.0,0.0,0.0,0,0,0.0,0.0,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,1.0,9.0,0.0,0.0,0.0,Match Report,Diego-Carlos,2023-24,,,,,,,,,L,0–3,0,3,0.0,0.0,4
510,2,2023-08-25,Fri,Premier League,Matchweek 3,Home,Chelsea,Luton Town,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Diego-Moreira,2023-24,0,0,0,0,0,0,0,0,W,3–0,3,0,1.0,1.0,3
513,0,2023-08-14,Mon,Premier League,Matchweek 1,Home,Manchester Utd,Wolves,N,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,Diogo-Dalot,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,1
514,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Manchester Utd,Tottenham,N,RB,25.0,0.0,0.0,0,0,0,0,0,0,26,2,0,2,0.0,0.0,0.0,1,0,19,21,90.5,1,14,1,2,1,Match Report,Diogo-Dalot,2023-24,,,,,,,,,L,0–2,0,2,0.0,0.0,2
515,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Manchester Utd,Nott'ham Forest,Y,LB,90.0,0.0,0.0,0,0,0,0,0,0,88,1,2,0,0.0,0.0,0.0,1,0,67,75,89.3,7,57,4,0,0,Match Report,Diogo-Dalot,2023-24,,,,,,,,,W,3–2,3,2,0.0,1.0,3
516,3,2023-09-03,Sun,Premier League,Matchweek 4,Away,Manchester Utd,Arsenal,Y,LB,90.0,0.0,0.0,0,0,1,0,0,0,32,1,2,0,0.0,0.0,0.0,1,0,14,21,66.7,0,14,2,1,0,Match Report,Diogo-Dalot,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,4
517,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Liverpool,Chelsea,Y,FW,65.0,0.0,0.0,0,0,2,0,1,0,28,1,0,1,0.1,0.1,0.0,3,0,14,18,77.8,2,10,1,2,1,Match Report,Diogo-Jota,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
518,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Liverpool,Bournemouth,Y,"FW,RM",75.0,1.0,0.0,0,0,5,2,0,0,56,1,1,0,0.7,0.7,0.2,4,1,26,37,70.3,0,33,3,4,2,Match Report,Diogo-Jota,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
519,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,Liverpool,Newcastle Utd,N,LM,33.0,0.0,0.0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.1,1,0,9,14,64.3,2,11,4,0,0,Match Report,Diogo-Jota,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
520,3,2023-09-03,Sun,Premier League,Matchweek 4,Home,Liverpool,Aston Villa,N,LW,26.0,0.0,0.0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.0,0,0,9,13,69.2,0,8,4,1,0,Match Report,Diogo-Jota,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,4
521,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,West Ham,Bournemouth,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Divin-Mubama,2023-24,0,0,0,0,0,0,0,0,D,1–1,1,1,0.0,0.0,1
523,2,2023-08-20,Sun,Premier League,Matchweek 2,Home,West Ham,Chelsea,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Divin-Mubama,2023-24,0,0,0,0,0,0,0,0,W,3–1,3,1,0.0,1.0,2
524,3,2023-08-26,Sat,Premier League,Matchweek 3,Away,West Ham,Brighton,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Divin-Mubama,2023-24,0,0,0,0,0,0,0,0,W,3–1,3,1,0.0,0.0,3
525,4,2023-09-01,Fri,Premier League,Matchweek 4,Away,West Ham,Luton Town,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Divin-Mubama,2023-24,0,0,0,0,0,0,0,0,W,2–1,2,1,0.0,0.0,4
526,0,2023-08-20,Sun,Premier League,Matchweek 2,Away,Everton,Aston Villa,Y,FW,37.0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,3,0,0,0,Match Report,Dominic-Calvert-Lewin,2023-24,,,,,,,,,L,0–4,0,4,0.0,0.0,2
527,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Bournemouth,West Ham,Y,FW,90.0,1.0,0.0,0,0,3,2,0,0,29.0,1.0,0,0.0,1.0,1.0,0.1,5.0,1.0,12.0,16.0,75.0,2.0,24.0,2.0,3.0,1.0,Match Report,Dominic-Solanke,2023-24,,,,,,,,,D,1–1,1,1,0.0,1.0,1
528,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Bournemouth,Liverpool,Y,"FW,AM",90.0,0.0,1.0,0,0,3,0,0,0,29.0,0.0,0,0.0,0.1,0.1,0.1,1.0,0.0,10.0,17.0,58.8,0.0,13.0,2.0,3.0,2.0,Match Report,Dominic-Solanke,2023-24,,,,,,,,,L,1–3,1,3,0.0,0.0,2
529,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,Bournemouth,Tottenham,Y,FW,90.0,0.0,0.0,0,0,1,0,0,0,22.0,0.0,1,0.0,0.1,0.1,0.0,2.0,0.0,9.0,11.0,81.8,1.0,9.0,0.0,3.0,0.0,Match Report,Dominic-Solanke,2023-24,,,,,,,,,L,0–2,0,2,0.0,1.0,3
531,4,2023-09-02,Sat,Premier League,Matchweek 4,Away,Bournemouth,Brentford,Y,FW,90.0,1.0,0.0,0,0,2,2,0,0,38.0,0.0,0,0.0,0.6,0.6,0.1,2.0,0.0,13.0,15.0,86.7,3.0,19.0,2.0,3.0,0.0,Match Report,Dominic-Solanke,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,4
532,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,Liverpool,Chelsea,Y,"RM,LW",90.0,0.0,0.0,0,0,1,0,0,0,56,1,1,5,0.0,0.0,0.3,2,0,33,42,78.6,2,27,1,1,0,Match Report,Dominik-Szoboszlai,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,1
533,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,Liverpool,Bournemouth,Y,"RM,CM",90.0,0.0,0.0,0,0,3,1,0,0,85,1,1,2,0.1,0.1,0.0,7,1,67,72,93.1,4,46,5,6,3,Match Report,Dominik-Szoboszlai,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
534,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,Liverpool,Newcastle Utd,Y,"RM,CM",90.0,0.0,0.0,0,0,2,0,0,0,56,3,0,1,0.1,0.1,0.1,2,0,32,42,76.2,7,22,1,6,3,Match Report,Dominik-Szoboszlai,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
535,3,2023-09-03,Sun,Premier League,Matchweek 4,Home,Liverpool,Aston Villa,Y,"RM,LM",90.0,1.0,0.0,0,0,2,1,0,0,71,0,1,3,0.1,0.1,0.1,7,0,54,60,90.0,2,46,2,3,1,Match Report,Dominik-Szoboszlai,2023-24,,,,,,,,,W,3–0,3,0,1.0,1.0,4
536,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Aston Villa,Newcastle Utd,Y,"DM,CM",90.0,0.0,0.0,0,0,4.0,1.0,1,0,87.0,1.0,1.0,1.0,0.2,0.2,0.1,6.0,1.0,69.0,77.0,89.6,8.0,51.0,0.0,1.0,1.0,Match Report,Douglas-Luiz,2023-24,,,,,,,,,L,1–5,1,5,0.0,0.0,1
537,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,Aston Villa,Everton,Y,DM,63.0,1.0,0.0,1,1,0.0,0.0,1,0,50.0,0.0,1.0,1.0,0.8,0.0,0.1,3.0,0.0,41.0,43.0,95.3,4.0,27.0,2.0,1.0,1.0,Match Report,Douglas-Luiz,2023-24,,,,,,,,,W,4–0,4,0,1.0,1.0,2
539,3,2023-08-27,Sun,Premier League,Matchweek 3,Away,Aston Villa,Burnley,Y,CM,85.0,0.0,0.0,0,0,0.0,0.0,0,0,57.0,1.0,0.0,1.0,0.0,0.0,0.2,3.0,0.0,39.0,51.0,76.5,3.0,25.0,4.0,0.0,0.0,Match Report,Douglas-Luiz,2023-24,,,,,,,,,W,3–1,3,1,0.0,0.0,3
541,5,2023-09-03,Sun,Premier League,Matchweek 4,Away,Aston Villa,Liverpool,Y,CM,71.0,0.0,0.0,0,0,0.0,0.0,0,0,48.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,40.0,43.0,93.0,6.0,33.0,1.0,1.0,1.0,Match Report,Douglas-Luiz,2023-24,,,,,,,,,L,0–3,0,3,0.0,0.0,4
542,0,2023-09-02,Sat,Premier League,Matchweek 4,Away,Everton,Sheffield Utd,N,RM,16.0,0.0,0.0,0,0,1,0,0,0,10,0,1,1,0.0,0.0,0.0,1,0,7,8,87.5,0,10,0,0,0,Match Report,Dwight-McNeil,2023-24,,,,,,,,,D,2–2,2,2,0.0,0.0,4
543,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Crystal Palace,Sheffield Utd,Y,AM,90.0,0.0,0.0,0,0,8,0,0,0,76.0,0.0,0,1.0,0.5,0.5,0.5,13.0,0.0,44.0,55.0,80.0,4.0,51.0,3.0,2.0,2.0,Match Report,Eberechi-Eze,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,1
544,1,2023-08-21,Mon,Premier League,Matchweek 2,Home,Crystal Palace,Arsenal,Y,AM,90.0,0.0,0.0,0,0,4,1,0,0,53.0,1.0,0,0.0,0.3,0.3,0.1,3.0,0.0,37.0,43.0,86.0,4.0,33.0,3.0,5.0,3.0,Match Report,Eberechi-Eze,2023-24,,,,,,,,,L,0–1,0,1,0.0,1.0,2
545,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,Crystal Palace,Brentford,Y,"AM,LW",90.0,0.0,0.0,0,0,4,1,0,0,47.0,4.0,1,0.0,0.4,0.4,0.1,4.0,0.0,25.0,30.0,83.3,2.0,33.0,4.0,6.0,5.0,Match Report,Eberechi-Eze,2023-24,,,,,,,,,D,1–1,1,1,0.0,0.0,3
547,4,2023-09-03,Sun,Premier League,Matchweek 4,Home,Crystal Palace,Wolves,Y,"RM,LW",90.0,1.0,0.0,0,0,3,3,0,0,52.0,4.0,0,1.0,0.6,0.6,0.2,5.0,0.0,29.0,38.0,76.3,3.0,31.0,3.0,5.0,3.0,Match Report,Eberechi-Eze,2023-24,,,,,,,,,W,3–2,3,2,0.0,1.0,4
549,1,2023-08-25,Fri,Premier League,Matchweek 3,Home,Chelsea,Luton Town,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Eddie-Beach,2023-24,0,0,0,0,0,0,0,0,W,3–0,3,0,1.0,1.0,3
552,1,2023-08-12,Sat,Premier League,Matchweek 1,Home,Arsenal,Nott'ham Forest,Y,FW,73.0,1.0,0.0,0,0,3,1,0,0,26.0,1.0,0,1.0,0.2,0.2,0.0,1.0,0.0,16.0,16.0,100.0,0.0,14.0,0.0,3.0,0.0,Match Report,Eddie-Nketiah,2023-24,,,,,,,,,W,2–1,2,1,0.0,1.0,1
553,2,2023-08-21,Mon,Premier League,Matchweek 2,Away,Arsenal,Crystal Palace,Y,FW,78.0,0.0,0.0,0,0,3,0,0,0,18.0,0.0,0,0.0,0.8,0.8,0.1,6.0,1.0,9.0,12.0,75.0,1.0,16.0,3.0,4.0,2.0,Match Report,Eddie-Nketiah,2023-24,,,,,,,,,W,1–0,1,0,1.0,0.0,2
554,3,2023-08-26,Sat,Premier League,Matchweek 3,Home,Arsenal,Fulham,N,FW,45.0,1.0,0.0,0,0,4,1,0,0,19.0,0.0,0,0.0,0.4,0.4,0.0,0.0,0.0,10.0,12.0,83.3,1.0,10.0,0.0,1.0,0.0,Match Report,Eddie-Nketiah,2023-24,,,,,,,,,D,2–2,2,2,0.0,1.0,3
555,4,2023-09-03,Sun,Premier League,Matchweek 4,Home,Arsenal,Manchester Utd,Y,FW,75.0,0.0,0.0,0,0,1,0,0,0,35.0,0.0,1,1.0,0.0,0.0,0.1,7.0,1.0,19.0,23.0,82.6,3.0,24.0,1.0,3.0,1.0,Match Report,Eddie-Nketiah,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,4
557,1,2023-08-11,Fri,Premier League,Matchweek 1,Away,Manchester City,Burnley,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,75,0,0,0,0.0,0.0,0.0,1,0,62,75,82.7,0,49,0,0,0,Match Report,Ederson,2023-24,,,,,,,,,W,3–0,3,0,1.0,0.0,1
559,3,2023-08-19,Sat,Premier League,Matchweek 2,Home,Manchester City,Newcastle Utd,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.1,1,0,39,50,78.0,0,31,0,0,0,Match Report,Ederson,2023-24,,,,,,,,,W,1–0,1,0,1.0,1.0,2
560,4,2023-08-27,Sun,Premier League,Matchweek 3,Away,Manchester City,Sheffield Utd,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,27,33,81.8,0,24,0,0,0,Match Report,Ederson,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,3
561,5,2023-09-02,Sat,Premier League,Matchweek 4,Home,Manchester City,Fulham,Y,GK,90.0,0.0,0.0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,40,45,88.9,0,31,0,0,0,Match Report,Ederson,2023-24,,,,,,,,,W,5–1,5,1,0.0,1.0,4
566,4,2023-08-20,Sun,Premier League,Matchweek 2,Home,West Ham,Chelsea,N,DM,10.0,0.0,0.0,0,0,0,0,0,0,8.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,3.0,0.0,0.0,0.0,Match Report,Edson-Alvarez,2023-24,,,,,,,,,W,3–1,3,1,0.0,1.0,2
567,5,2023-08-26,Sat,Premier League,Matchweek 3,Away,West Ham,Brighton,Y,"DM,CM",83.0,0.0,0.0,0,0,0,0,1,0,27.0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,53.3,1.0,7.0,0.0,1.0,1.0,Match Report,Edson-Alvarez,2023-24,,,,,,,,,W,3–1,3,1,0.0,0.0,3
568,6,2023-09-01,Fri,Premier League,Matchweek 4,Away,West Ham,Luton Town,Y,DM,90.0,0.0,0.0,0,0,1,0,0,0,95.0,3.0,1,2.0,0.1,0.1,0.1,3.0,1.0,64.0,74.0,86.5,2.0,51.0,0.0,1.0,0.0,Match Report,Edson-Alvarez,2023-24,,,,,,,,,W,2–1,2,1,0.0,0.0,4
569,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,Luton Town,Brighton,Y,FW,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,70.0,4.0,7.0,1.0,3.0,0.0,Match Report,Elijah-Adebayo,2023-24,,,,,,,,,L,1–4,1,4,0.0,0.0,1
570,2,2023-08-25,Fri,Premier League,Matchweek 3,Away,Luton Town,Chelsea,Y,FW,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,13.0,15.0,86.7,1.0,12.0,0.0,2.0,1.0,Match Report,Elijah-Adebayo,2023-24,,,,,,,,,L,0–3,0,3,0.0,0.0,3
572,4,2023-09-01,Fri,Premier League,Matchweek 4,Home,Luton Town,West Ham,Y,FW,70.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,4.0,6.0,66.7,0.0,12.0,0.0,5.0,2.0,Match Report,Elijah-Adebayo,2023-24,,,,,,,,,L,1–2,1,2,0.0,1.0,4
573,0,2023-08-26,Sat,Premier League,Matchweek 3,Home,Brentford,Crystal Palace,N,0,0.0,0.0,0.0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,Ellery-Balcombe,2023-24,0,0,0,0,0,0,0,0,D,1–1,1,1,0.0,1.0,3
575,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,Newcastle Utd,Aston Villa,N,RM,1.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,Match Report,Elliot-Anderson,2023-24,,,,,,,,,W,5–1,5,1,0.0,1.0,1
576,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,Newcastle Utd,Manchester City,N,LM,25.0,0.0,0.0,0,0,0,0,0,0,16,1,1,1,0.0,0.0,0.0,1,0,9,12,75.0,1,10,3,2,1,Match Report,Elliot-Anderson,2023-24,,,,,,,,,L,0–1,0,1,0.0,0.0,2
577,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,Newcastle Utd,Liverpool,N,LM,9.0,0.0,0.0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,1,0,7,7,100.0,1,6,0,0,0,Match Report,Elliot-Anderson,2023-24,,,,,,,,,L,1–2,1,2,0.0,1.0,3
